pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass_est,SEPHI_simple,recon_error,latent_dist,VAE_anomaly
HIP 67537 b,12.3,4309.117542106,2.304900181488203,1.7903,4985.0,0.586,323.2,0.31986538077657994,0.27682011620905184,0.06462039856814177,17966.19320644828,1.0,3.3924148,3.4847087141205266,0.10429449411962877
HD 114386 c,13.4,,0.04882032667876589,0.2616,4895.0,0.1,200.82,0.2689694696149561,0.13838984115596625,0.06221616712077405,492.0437112877293,0.9688160687912635,1.8942719,3.8018056706042267,0.1038921058463533
DE CVn b,12.4,,1.9963702359346642,0.0008,3579.0,0.0,46.91,0.0,0.0,0.0,15943.906949095668,0.613998643574185,4.433021,3.230200876057392,0.10372953752793553
HD 238914 b,12.8,,0.9074410163339384,2.179,4769.0,0.56,343.67,0.34000281262326437,0.26398955480210795,0.05885024309450483,7971.442609390373,0.8797090950220847,2.7649722,3.590964341893008,0.10347144929402492
BD+63 1405 b,12.4,3305.4154328,1.7295825771324864,0.0911,5000.0,0.88,150.69,0.22909772578561374,0.0523724572211445,0.06502110380936345,13813.221202261973,0.7648184144986188,7.2777686,2.5778089290623845,0.10325422431095782
HIP 41378 f,9.47,25.0,0.029038112522686028,1.24,6290.0,0.052,294.0,0.3390617774972548,0.3393700900170133,0.09948175455463383,103.30157191322752,0.9795842919102776,1.8873339,3.7770510701938553,0.10324375552080899
HD 128717 b,12.1,6293.0024586,3.5390199637023594,0.0892,6210.0,0.85,151.9,0.21009245591432354,0.046651713889954836,0.09734465993480913,26261.996115724294,0.7618035537577782,7.398635,2.539597899424534,0.10297535256463883
HD 125390 b,11.9,8646.203984028,5.1179673321234125,1.0874,4882.0,0.597,320.26,0.2997710372879403,0.33487765198425895,0.06186888924507058,36126.592714765,1.0,4.195512,3.2431291750781033,0.10274511754745957
HD 95735 c,3.76,,0.2558983666061706,0.0023,3719.0,0.132,63.49,0.16909325274861864,0.0013170248445687146,0.030800876208786947,56.9796343412587,0.6110431571617663,3.014764,3.4903173566805634,0.10236070351791413
GJ 896 A b,13.3,718.29219982,0.30490018148820325,0.0429,3345.0,0.35,126.7,0.20467019016058421,0.024793978700689914,0.020809958860925154,3004.7006786407087,0.6857503482640985,2.9129853,3.501679110091044,0.10208237643469395
TOI-6716 b,0.982,,0.9600725952813067,4.4,3110.0,0.88,369.0,0.392974457819979,0.16171546290294694,0.014532243415077027,3.808264863967231,8.668591088988145e-11,7.070559,2.5723886308644834,0.10198369689144608
TOI-1420 b,11.89,25.1,0.014882032667876589,139.0,5510.0,0.17,957.0,0.10257097723814274,0.002342479817913385,0.07864508201096214,104.78435071796297,0.0,2.3695686,3.590320395382724,0.1012861063564541
V1298 Tau e,10.17,15.3,0.014519056261343014,10.0,4970.0,0.0124,527.0,0.236149997470072,0.054914888456067075,0.06421969332688567,63.9719893410428,6.21755370717936e-112,2.3416367,3.5942553044203582,0.10122986119928552
TOI-2338 b,11.2089807,1900.61387386,1.3466424682395646,13.8485,5581.0,0.676,799.0,0.2454578091941301,0.04565716913871021,0.08054175348612576,7944.00081196463,1.3270437057263569e-244,3.660183,3.2737959574196602,0.10056395830817076
HD 22781 b,12.3,,2.323049001814882,0.2456,5027.0,0.8191,193.48,0.26581648731339197,0.13303333971687045,0.06574237324356946,18107.65929468803,0.9573392664079461,6.338272,2.6592052680529155,0.10010616424951828
Kepler-418 b,13.45,349.6112477,0.03430282865530116,8.877,5820.0,0.2,434.0,0.1954871694899817,0.05167062868488692,0.08692632366294128,349.6112477,6.961558372301476e-83,1.6796348,3.6782931904445633,0.09966945860759449
TOI-756 c,13.0,,0.5843920145190563,0.24,3657.0,0.445,194.0,0.2964002433853856,0.14852006028375603,0.029144627878395567,5378.026514941662,0.9527526098025283,2.7137365,3.43723384811571,0.09940036493127248
HIP 12961 b,13.2,,0.04954627949183304,1.5889,3901.0,0.17,303.32,0.2717281833881342,0.24885181462082698,0.03566276646897316,477.33299025665076,0.9995493206367152,1.8602543,3.611051100010127,0.0990027250978457
TIC 52059926 b,10.71,5380.0,4.373865698729583,4.4802,4505.0,0.51,229.6,0.264269836327351,0.12147725854639996,0.051797830848960856,22507.251586753013,2.0603335000667943e-11,3.1528516,3.315232959855345,0.09880193511660346
HIP 99770 b,12.2,5403.082919,2.9764065335753176,0.0555,8000.0,0.31,135.17,0.23303209604982236,0.0348601210422238,0.14516215205426058,22639.162174012283,0.706861168084326,3.6564827,3.196450014011215,0.09863682191644031
HD 97037 b,12.1,6707.768529735,3.7749546279491835,0.0357,5874.1,0.357,120.99,0.2081527132237536,0.02087068572263946,0.08837153389965541,28012.79585677258,0.6735871047614213,3.2255955,3.2836839197439605,0.09842327181458593
HD 99109 b,14.3,,0.04773139745916516,0.5465,5282.0,0.09,239.32,0.3021131717778359,0.2539369296111809,0.07255436234436263,584.6566197623832,0.9997368926400586,1.7264757,3.6070426144619288,0.09816989743903848
HD 175167 b,12.3,4703.8604236,2.5226860254083485,0.496,5635.0,0.51,232.03,0.32353729334058495,0.25950223364440567,0.08198429235453601,19663.786265325285,1.0,3.065273,3.3062243943282636,0.0980993261914446
Kepler-79 d,7.15,5.3,0.014519056261343014,33.874,6389.0,0.051,592.0,0.1799608863399305,0.014131798360082158,0.10212640914670386,22.230289724805445,0.0,2.2325683,3.4900090918492923,0.09806141660115522
HD 80606 b,11.56766808,1323.4692695887,0.9219600725952813,4.6941,5565.0,0.93183,405.0,0.28416338332893376,0.12771192994290306,0.08011433456215,5977.755923595349,2.4618349066722424e-13,6.840213,2.4483086108701624,0.09766086493029058
WASP-193 b,14.78464554,35.596781584,0.010889292196007259,402.0,6080.0,0.081,1250.0,0.08529014063104687,0.0007493441131274591,0.0,147.40798557849774,0.0,2.967023,3.300812180127198,0.0974268270685734
GJ 414 A c,8.4,,0.09056261343012705,0.0607,4120.0,0.105,124.7,0.24725122365084037,0.03823861910206771,0.0415130629908505,224.84095137192722,0.714440569610603,1.9320465,3.501384020531243,0.09669296970788697
K2-141 c,7.0,8.0,0.014700544464609801,39.1,4570.0,0.092,695.0,0.15786707796459476,0.010940443590151384,0.053534220227571774,21.121081353825826,0.0,2.1770747,3.444981784471909,0.09664686603724591
Kepler-31 d,3.9,2161.244,0.01397459165154265,11.8,6340.0,0.0,484.0,0.0,0.0,0.0,3.4723345107340724,9.143797977068815e-168,2.2633028,3.422379699122397,0.0965627583385649
Kepler-359 d,4.01,2.7,0.018148820326678767,5.5,6248.0,0.0,464.0,0.0,0.0,0.0,4.901964122353219,3.576363939743599e-22,2.0017505,3.475343070570355,0.09643341827668335
HD 80913 b,12.0,7505.200002898,4.337568058076225,0.0326,6013.24,0.313,118.23,0.20492401318904846,0.01892993422521543,0.09208847571725466,31396.312962888216,0.66833145392221,3.195936,3.207797887661417,0.09638969435597747
BD+48 740 b,13.5,,0.21960072595281308,15.1044,4534.0,0.76,538.94,0.18774615882462026,0.03272521639140389,0.05257252764864958,2263.2039178080927,4.81504475626877e-299,4.6041107,2.8897308466375904,0.09627453697495579
Kepler-47 c,4.65,3.17,0.030852994555353907,0.9037,5636.0,0.044,267.82,0.4052637483462262,0.4065190189275275,0.08201100603725361,12.994057687561991,0.8269370515530344,1.6073449,3.551611682899771,0.09614970256331959
HD 164604 c,12.5,3019.3698665,1.5408348457350274,0.0084,4663.0,0.196,84.25,0.1936741705109634,0.005381892308919291,0.05601859272318544,12605.925603532094,0.6270291551427865,2.7549107,3.287049940604675,0.09592374172586397
HD 219828 c,12.2,5102.417245978,2.7949183303085303,0.0822,5891.0,0.811,149.17,0.2173226854411659,0.04511130154123991,0.08882299513810009,21258.725456084707,0.750611283315088,6.686386,2.3969093754027804,0.09554969688518608
HD 111232 c,12.2,5740.934515641,3.1578947368421053,0.0023,5512.0,0.558,60.71,0.11367491566739557,0.0009560688031991826,0.07869850937649371,24019.598891939862,0.6165713926002981,5.581242,2.62346761484502,0.0950715026516025
HATS-50 b,12.66617,123.9537,0.059891107078039935,625.3023,5990.0,0.516,1275.39,0.07987774198498139,0.00047348878322610966,0.09146764973015845,509.78480714759826,0.0,2.8727818,3.2172146462904463,0.0948487932143959
TOI-969 c,12.4,,1.8874773139745917,0.0208,4435.0,0.628,96.4,0.1801149132233065,0.011348354498838052,0.049927873056574625,15074.239297326814,0.6482424119951108,5.0305915,2.733083368462459,0.09475263391606516
Kepler-94 c,12.5,3126.0,1.5952813067150635,0.0955,4781.0,0.345931,159.05,0.2779931224808312,0.06629733628374307,0.05917080728748575,13051.36467079471,0.7717605079107341,2.3243425,3.3268323189442364,0.09454210412868333
HIP 5158 c,12.2,,2.6315789473684212,0.0046,4813.0,0.14,72.63,0.1714250625884584,0.0027316279483688122,0.06002564513543238,20016.332409949886,0.6205155340008442,3.2107253,3.1136613526744905,0.09415006099745835
KOI-984 c,14.1,209.8,0.07459165154264973,22.0364,5295.0,0.38,597.0,0.16665257298606298,0.02061787908980857,0.07290164022009539,875.8629796721907,0.0,1.710016,3.4401103080889617,0.0939641490856071
HD 28254 b,13.0,1207.7479466,0.5480943738656987,0.3645,5664.0,0.95,212.28,0.2840337712532476,0.18829258502281787,0.08275898915422655,5043.987600970129,0.9999999999982241,7.536744,2.131676586394751,0.0936765006971467
HD 72659 c,12.1,6165.8710958,3.466424682395645,0.0051,5929.0,0.114,71.91,0.17725988970008935,0.0030769083094258107,0.08983811508253521,25723.288503094056,0.6213728093881178,3.3174272,3.070647741847652,0.09367507446661648
TOI-2641 b,18.10250383,122.681765102,0.016696914700544466,602.0,6100.0,0.18,1387.0,0.07161874134401934,0.0004448683216999388,0.09440615483245478,414.89746556032594,0.0,2.722239,3.20125109432911,0.09362925402311151
HD 98649 b,12.5,3082.9355479,1.573502722323049,0.0272,5759.0,0.852,114.22,0.18787165506809364,0.014956294643397712,0.08529678901532019,12873.189043889664,0.6591531591672936,7.264661,2.183069570152136,0.0934506623642695
Kepler-279 b,3.62,4180.93,29.945553539019965,249.021,6363.0,0.0,1104.0,0.0,0.0,0.0,5950.406922575453,0.0,3.622118,2.9916174757710907,0.09339846683518012
HIP 70849 b,12.9,1430.2278315,0.6642468239564429,0.0056,4105.0,0.65,78.85,0.1397153150657396,0.00270383133417518,0.041112357749632206,5972.92727271816,0.6222300246857965,5.557764,2.557815260852437,0.0933241363885838
TOI-201 c,10.4,4990.0,4.355716878402904,0.1367,6423.0,0.651,169.58,0.2369264107402615,0.07382114677698927,0.10303467436019872,20523.350874410913,0.8336117104809118,5.107017,2.6459238940348535,0.09302318649399371
HD 16905 b,12.4,3591.4609991,1.8874773139745917,0.0039,4866.12,0.68,69.63,0.1286260381515627,0.0017704452579731284,0.06144467596302034,15074.239297326814,0.6193152541897714,6.1802626,2.4061751523560853,0.09300117486162537
Kepler-359 c,4.3,2.9,0.018148820326678767,8.1,6248.0,0.0,512.0,0.0,0.0,0.0,6.044249415824892,1.6162076776108917e-65,1.966725,3.3134607718182956,0.09225030511290556
HD 141937 b,12.4,3591.4609991,1.8874773139745917,0.4436,5870.0,0.46,231.49,0.33807554093941744,0.2537256434205603,0.08826200780038414,15074.239297326814,1.0,2.58994,3.1734733301492186,0.09221855272404911
K2-157 d,5.16,,0.16914700544464611,6.46,5334.0,0.5,429.1,0.27465839871876396,0.08925765270799009,0.07394347384728334,97.34239507188327,2.77126943664161e-35,1.7912896,3.343188175728305,0.09202062095769523
HD 109988 b,12.1,6935.333669147,3.901996370235935,0.0031,5185.97,0.056,65.91,0.1756764215693473,0.0019386766053318249,0.06998904739006727,28955.534178875503,0.6179433823757576,3.6149154,2.9372645878787864,0.09201896716175159
GJ 2056 b,4.17,,0.22323049001814882,1.5537,4069.95,0.72,310.74,0.33379571924328805,0.28877772979294347,0.04017604316930239,67.80321494925931,0.9926274337117669,4.193921,2.8063192667666046,0.09196756836920951
HD 93083 b,14.3,,0.04882032667876589,1.59,5033.8,0.118,311.57,0.2932790490847189,0.2678305741118177,0.06592402628623759,597.9947935972665,0.9997625348223831,1.5293654,3.3984068619981067,0.09194484233029043
HD 156846 b,12.4,,1.7731397459165155,3.97,6090.0,0.85,382.49,0.2768171175230362,0.14119633197206616,0.09413901800501064,14161.088262969515,1.8121167750902497e-07,6.086812,2.380127799622091,0.0918462829786065
HD 204313 e,12.2,4868.177710019,2.6678765880217785,0.0226,5767.0,0.253,106.81,0.21428467090662384,0.014355741857917041,0.08551049847730999,20292.4197535354,0.651314246320624,2.7235394,3.1168633437496243,0.09155594850345802
HD 25912 c,12.2,5252.750082489,2.885662431941924,0.0034,5920.58,0.051,67.44,0.19150388901312415,0.0023023307490816626,0.08961318587379298,21948.943815048497,0.6184578488983994,3.3729827,2.9696426010972305,0.09148977908947856
TOI-3540 A b,23.53885947,375.03752026,0.011796733212341199,841.3,5810.0,0.0,1498.0,0.0,0.0,0.0,644.4758017216021,0.0,3.3130233,2.981146394508199,0.09144440557126915
Wolf 1061 d,2.69,,0.3938294010889292,0.06,3342.0,0.55,130.24,0.27232560388997923,0.03944040037497444,0.020729817812680715,32.11098179201991,0.7025319525114151,3.736957,2.884586102108502,0.09138987658148909
HD 33283 b,12.5,,0.05335753176043557,191.9541,5935.0,0.399,1034.4,0.10428109750289677,0.0018122748145635295,0.08999839717900067,436.5302859173657,0.0,2.0461535,3.254190381660019,0.09122489450712709
HATS-69 b,10.592505,183.38791,0.08348457350272233,466.6,5137.0,0.519,1295.7,0.09223005486567211,0.0007093294738157327,0.06868087834586736,415.6146763685228,0.0,2.5224955,3.135901619735245,0.09092223492683474
HD 108341 b,13.3,715.11391575,0.30308529945553536,0.1066,5122.0,0.85,155.23,0.21448980355864902,0.055810346730774785,0.06828017310464643,2986.815555553562,0.7890116115972384,6.4752107,2.2441978941431073,0.09062619122644067
HD 219077 b,12.5,3057.50927534,1.5607985480943738,0.0755,5362.0,0.768,146.68,0.23155083627135384,0.04512768854610047,0.07469145696424663,12769.253261528385,0.7397810610545065,5.8196306,2.3866711955261253,0.09054165307127388
TOI-6019 b,12.3,149.0,0.07985480943738657,249.6501,5561.0,0.48,1095.0,0.1031984853957164,0.0014174779523581451,0.08000747983114291,622.450788254901,0.0,2.2637286,3.1572819436735413,0.09002955136200726
HD 80869 b,12.8,1609.800881455,0.7658802177858439,0.142,5837.0,0.924,203.2,0.25622604834472884,0.08442083903445947,0.08738045626968341,6727.897562325475,0.8410905124570556,7.4730096,1.996063065394204,0.08998347846299717
HD 93351 c,12.3,4154.01727949,2.2323049001814885,0.0051,5408.0,0.109,74.54,0.18922477445291006,0.0033079006442838293,0.07592028637066903,17400.32885348928,0.6213728093881178,2.9775472,2.982948479900029,0.08964816891157397
Kepler-1704 b,11.94877343,1322.16617312,0.7386569872958259,0.342,5746.0,0.92,253.8,0.2987173390415085,0.18879725769255803,0.08494951113958875,5278.3890627547535,0.9997440327649296,7.1186547,2.05996568106917,0.08961464712066271
HD 165131 b,12.1,5943.3912109,3.3393829401088926,0.0967,5870.0,0.6708,155.2,0.2266479817101552,0.05379220260355723,0.08826200780038716,24780.550180991126,0.7736439222654136,5.151498,2.495310731613856,0.08955412288741776
HD 120084 b,12.7,2034.1018048,0.9909255898366607,3.0851,4879.0,0.483,369.24,0.3371189313931579,0.20787535985480057,0.06178874819681815,8502.385968682078,0.00900686657291631,2.1267934,3.1684138787662146,0.08955266575321598
ups Leo b,14.2,,0.05644283121597096,45.3174,4836.0,0.32,719.08,0.14056626789415191,0.009170177961066903,0.060640059838627934,676.9591031527096,0.0,1.6530377,3.2703322973844866,0.08946593141331996
HD 8326 b,9.58,,0.07549909255898367,1.1342,4914.0,0.2,287.23,0.32314610686515766,0.3435887359516487,0.0627237270929948,278.05254103554824,0.9989083358225618,1.2160814,3.3558973439799016,0.08917793986143181
GJ 687 c,4.14,,0.2250453720508167,0.0157,3413.0,0.4,98.62,0.1923185132257276,0.008668213595503611,0.02262648928780861,66.88977251650394,0.6347270776029003,3.201125,2.9074515873986275,0.0890136270529767
TOI-199 c,11.4,88.99195396,0.059891107078039935,0.7048,5255.0,0.096,255.43,0.3355665789607339,0.3208430552161765,0.07183309291016049,371.6768436302752,0.9993078752209106,1.3814304,3.2944496613504404,0.08857027278762515
Kepler-448 c,12.0,6992.26,4.029038112522686,0.2399,6635.0,0.65,184.72,0.2562184602949216,0.12505116803953814,0.10869797510283792,29163.102417410817,0.9526687331557481,5.0133605,2.4847404573742184,0.08853561075540185
TOI-615 b,18.97680433,138.255357045,0.015245009074410164,1286.0,6850.0,0.39,1666.0,0.05117967226900471,0.0001597428848407589,0.11444141689366802,436.4007972540649,0.0,3.9686165,2.717108862099206,0.0885320527075894
TIC 241249530 b,13.29385111,1582.78546686,0.6715063520871144,6.2305,6166.0,0.9412,438.94,0.2536061059784586,0.09244626981679144,0.09616925789387422,6608.321532535602,8.118959258384644e-32,7.026986,2.031495386225385,0.0884098005221455
V1298 Tau b,9.41,13.1,0.016333938294010888,33.2,4970.0,0.0079,666.0,0.184624642797283,0.015122133688349809,0.0642196933268882,57.009652025297335,0.0,2.119248,3.114089949170903,0.0881719996580943
HD 62364 b,12.1,5965.63919939,3.3575317604355717,0.072,6255.0,0.607,143.96,0.21726213156008775,0.0402625653150876,0.09854677565848202,24915.22708414869,0.7340809282309358,4.7067986,2.5380541864481456,0.08816795309547999
Kepler-30 d,8.8,23.1,0.034482758620689655,1.962,5498.0,0.022,308.0,0.378141683733007,0.29172451429827617,0.07832451781799124,98.43252546331696,0.9807310290906062,1.5301081,3.235169705748228,0.0879245766355388
Kepler-87 c,6.14,6.4,0.027586206896551724,4.656,5600.0,0.039,403.0,0.31576202055901437,0.13060618694887172,0.08104931345831502,26.747654933925542,4.984115037984414e-13,1.4981164,3.2385991706240493,0.08783359522099139
HD 86264 b,12.5,3117.261015856,1.5916515426497277,0.5987,6210.0,0.821,247.01,0.3187631638161047,0.28786280971014094,0.09734465993480432,13021.668732977203,1.0,6.0075026,2.228689678589106,0.08767768087619296
HD 181234 b,12.5,2980.912629253,1.5226860254083485,0.0144,5386.0,0.726,98.09,0.170644056189693,0.007692134841379042,0.07533258535020478,12457.445914444554,0.6373034010636969,5.937088,2.236509369104075,0.08748411619130793
HD 20782 b,13.6,,0.1869328493647913,0.6863,5782.13,0.95,253.34,0.26108087886528647,0.25242024341512737,0.08591467649727558,1969.658616510397,0.9999999096228023,7.5154276,1.8784227756846046,0.08731599055058159
HD 110537 b,11.9,8612.832001293,5.099818511796734,0.0047,5718.0,0.401,72.83,0.13048807981960348,0.0020896285097532544,0.08420152802264674,35998.48422996087,0.6206869937169325,4.538901,2.5347124785944795,0.08716436230484195
TOI-4504 b,2.65,140.0,7.985480943738657,548.0544,5315.0,0.84,1345.0,0.11066453768849636,0.0006678957169181614,0.07343591387509044,622.4827325315624,0.0,6.8265977,2.0240498408110135,0.0871267682717112
HD 20868 b,13.7,,0.1540834845735027,0.3278,4802.0,0.75,207.11,0.23451523313587574,0.144018146451349,0.05973179462518932,1659.6113724630552,0.9980301957991938,5.124937,2.400363335052835,0.08706762145744706
HD 87883 b,12.7,2005.49724817,0.9764065335753176,0.0238,4980.0,0.72,110.52,0.19493680718705766,0.013900469377104482,0.06448683015439398,8377.808884891863,0.6533608101225498,5.529268,2.276000741441489,0.08622011831459264
HD 137496 c,12.6,,1.2141560798548094,1.5713,5799.0,0.477,370.0,0.3704563021096058,0.34658129942670973,0.08636533632525274,10173.602466510822,1.0,2.2340693,3.0033523554755925,0.08607194186431404
HR 8799 c,13.0,3000.0,1.3611615245009074,0.0034,7204.58,0.5,1200.0,0.13638264880244444,0.0016698955697610465,0.12391355452259974,12526.45927393244,0.6184578488983994,4.947845,2.396596562385854,0.08600310538316612
GJ 229 b,3.97,,0.23774954627949185,0.0237,3564.0,0.404,111.85,0.2125296803201298,0.013814780556870755,0.026660255382801458,62.31316729097819,0.6478736881371895,2.958144,2.8383391784071232,0.085976607933125
HR 8799 d,13.0,3000.0,1.3611615245009074,0.0085,7204.58,0.6,1300.0,0.15795728637652973,0.004456214110586995,0.12391355452260053,12526.45927393244,0.6272005079982987,5.337389,2.303025813584775,0.08583359079574047
HD 192310 c,5.25,,0.16533575317604357,0.2765,5166.0,0.32,185.0,0.32603357894192,0.16477120743730111,0.06945557514556834,100.2151307986215,0.9741286637695022,1.3466277,3.1841129745857892,0.08565915320384597
HD 110014 b,12.4,,1.851179673321234,43.9799,4445.0,0.462,669.84,0.19506965293229084,0.013313595542930459,0.050195009884060185,14784.350080070528,0.0,2.1627536,2.9995340825080934,0.08558651911149015
HD 8673 b,12.3,4210.590735936,2.250453720508167,0.3841,6389.05,0.73,219.11,0.2936018249336699,0.20076885491052404,0.10212774483088945,17541.79494172903,1.0,5.246782,2.3017060441128665,0.08530391781232463
HIP 21152 b,12.0,7627.881768,4.41016333938294,0.015,6655.0,0.36,1300.0,0.16916432652960156,0.007819789924488679,0.10923224875780256,31921.774267706434,0.6383299284950751,3.9021065,2.596933012169295,0.08520439528222899
CoRoT-10 b,10.87,874.0,0.6715063520871144,16.1089,5075.0,0.53,600.0,0.24618102820237586,0.04020642340911889,0.0670246300154832,3612.6622979724493,0.0,2.1108005,2.973817904394847,0.08466747780495695
Kepler-435 b,22.31,266.97,0.023774954627949187,677.917,6161.0,0.114,1729.0,0.07808926537527186,0.00044493610115221616,0.09603568948010638,1105.877486988657,0.0,2.449619,2.8978953249256136,0.08465473393414527
HAT-P-67 b,23.9872187,143.02278315,0.011070780399274047,2029.17,6640.0,0.0,1903.0,0.0,0.0,0.0,640.039135241698,0.0,3.7649372,2.601314945502505,0.08455981532772888
HAT-P-65 b,18.05766791,176.076937478,0.029764065335753178,1821.0,5872.0,0.304,1818.0,0.05854786977121236,0.00013294394772058184,0.0883154351658541,734.1179514961904,0.0,2.6091452,2.854993594691299,0.08447233787481855
Pr0211 c,12.6,,1.234119782214156,0.0152,5300.0,0.71,99.1,0.17692715044185836,0.0083980303025149,0.07303520863385002,10340.881430833122,0.6386720628604128,5.6507425,2.1674349980509806,0.0842101079926969
HATS-8 b,9.785457,43.86054,0.04700544464609801,510.8195,5679.0,0.376,1324.0,0.088684979465112,0.0006173755399807057,0.08315969439543759,184.49309356778974,0.0,1.9674494,2.98174142553222,0.08407629196273794
K2-312 c,12.8,,0.8003629764065336,0.4596,5959.0,0.8435,229.0,0.3150186660035528,0.2433397426491633,0.09063952556497656,7030.812381482309,0.9999999999999911,6.067762,2.0446998997227173,0.08347234626070227
HD 4113 b,13.5,,0.21960072595281308,0.744,5688.0,0.899,251.65,0.2736195265604066,0.27668107282604065,0.08340011754017988,2263.2039178080927,0.9999999751625002,6.6991835,1.903913124132601,0.08346591334643136
WASP-148 c,13.9,124.588735544,0.04627949183303086,17.377,5555.0,0.1809,590.0,0.18456091463080626,0.02783464863756231,0.07984719773464749,520.6208916609795,0.0,1.3468655,3.0932300717504573,0.08341989137440299
HD 96992 b,13.7,,0.14047186932849365,19.1936,4725.0,0.41,557.72,0.1878283705076211,0.02646451649773695,0.057674841053571894,1513.0025939769198,0.0,1.6220118,3.02744191352755,0.08330764357655027
WASP-107 b,10.53646,30.511527072,0.024319419237749548,51.0,4425.0,0.09,736.0,0.15376796282024902,0.008737328833238692,0.049660736229075145,119.1587605306589,0.0,1.8148113,2.9745943882974246,0.08306261208176623
TOI-2134 c,7.35,58.3,0.14700544464609802,1.4,4580.0,0.3125,302.0,0.34070090213588045,0.32221497205866695,0.05380135705506844,244.5029180222262,0.999362092162806,1.1737378,3.1127778667614963,0.08295190677972247
HD 39091 b,12.3,4481.3805387,2.395644283121597,0.1342,5998.0,0.642,172.74,0.2533083546361649,0.07913236912753348,0.09168135919216724,18673.52364764703,0.8300423461791432,4.557006,2.3572669373639266,0.08288907473332728
TOI-2525 b,8.67575106,26.697586188,0.04083484573502723,16.3643,5096.0,0.17,512.97,0.19914704668226949,0.03051299816338812,0.06758561735318108,111.69681113386359,0.0,1.2162708,3.100391608087291,0.08287991082006911
BD-210397 c,12.9,1525.5763536,0.7096188747731398,0.0039,4051.0,0.43,69.51,0.1417352005157103,0.001974248529978717,0.039669818881224284,6380.914108286341,0.6193152541897413,4.007262,2.471955535877275,0.08270024366554007
HAT-P-11 c,13.2,851.78013076,0.37023593466424687,0.0161,4653.0,0.652,91.58,0.16079232162970267,0.008045396860752308,0.055751455895696425,3566.8838832365113,0.6402114028753418,4.91169,2.2645275394248707,0.08254879186236352
HD 222582 b,12.6,,1.3266787658802177,0.7253,5790.0,0.73,256.39,0.34302316932126287,0.3443785166386254,0.08612491318051821,11116.447538145607,1.0,4.7158594,2.306053720565723,0.08249808198341373
HD 203387 b,13.1,,0.49001814882032674,23.0974,5174.32,0.732,610.0,0.20079246747850188,0.024237093870482694,0.06967783298604249,4614.393868008129,0.0,4.0742373,2.4459486053514006,0.08242655991646355
Kepler-425 b,10.962,79.45,0.049001814882032674,229.036,5170.0,0.33,1070.0,0.10432320874869054,0.0015296686921404499,0.0695624298765572,270.3772632513139,0.0,1.6854264,2.977435364705137,0.0824227528538605
TOI-2193 A b,19.83989584,298.75870258,0.010889292196007259,1600.0,5966.0,0.0,1763.0,0.0,0.0,0.0,356.21025979402225,0.0,3.409354,2.586738904867268,0.08224948436283085
HIP 55507 b,12.6,2585.534090945,1.2885662431941924,0.0056,4171.0,0.362,76.05,0.16030182027026244,0.0030986139558089854,0.042875460811022024,10797.096788075762,0.6222300246858807,3.5887706,2.5438880153256775,0.0821774750067288
HD 113337 c,12.1,6299.676855147,3.5390199637023594,0.0926,6774.0,0.164,153.36,0.2867991508598565,0.06589835469664329,0.11241117700484957,26261.996115724294,0.7671913425136317,2.4837768,2.7751130673069118,0.08181515562198459
GJ 463 b,13.1,1080.6165838,0.4791288566243195,0.0024,3563.0,0.146,63.55,0.14711594547145787,0.0013185023167114822,0.02663354170005427,4511.851782052393,0.6167428972788584,3.4129918,2.566071273126407,0.08175991656505534
HD 206893 b,14.01122587,6197.6539365,2.250453720508167,0.0247,6500.0,0.069,1429.2,0.2705547239802994,0.019948581348886295,0.1050916279318111,25929.07944188644,0.6548950010089781,2.5500426,2.748131365050068,0.0815135485022335
HD 68988 c,12.2,4776.96095721,2.6315789473684212,0.0096,5883.41,0.45,87.5,0.1622786993744687,0.005024063501660521,0.08862023828603877,20016.332409949886,0.6290851612197172,4.012527,2.4187931674618124,0.08141849991021896
HD 7449 b,12.6,2597.929398818,1.295825771324864,0.2125,6024.0,0.752,183.23,0.2859079091525301,0.12896856721704428,0.09237591494361881,10857.92550237478,0.9271638278117531,5.2910657,2.1333848521944803,0.08139721375802789
HD 16141 b,10.9,,0.06370235934664246,17.9052,5757.0,0.25,562.87,0.19277283945896512,0.027873655515444053,0.08524336164980485,345.5601236533802,0.0,1.1606438,3.0419934201123016,0.08113499144344216
Kepler-177 c,8.73,14.7,0.021960072595281308,25.4,5732.0,0.0,497.0,0.0,0.0,0.0,61.201929163782694,0.0,1.7605747,2.9045152352434136,0.08103734642788729
HD 221420 b,12.0,7278.2705203,4.192377495462796,0.0389,5847.0,0.14,123.49,0.24811307690379056,0.02678368819729594,0.08764759309717728,30345.390353251798,0.6790008904571003,2.6343832,2.7067557416274357,0.0809562541809143
HD 45364 c,14.2,,0.06079854809437387,0.7829,5466.0,0.019,261.82,0.41322692081739254,0.4244710104278738,0.07746967997005005,729.2003201162629,0.9999116672724905,1.4943581,2.955582798515753,0.08083567655970048
HATS-26 b,19.61575,206.5895,0.027767695099818513,2236.5716,6071.0,0.245,1918.0,0.056645507326763496,0.00010728912739077635,0.09363145803276313,877.8962518469921,0.0,2.609386,2.70374770988175,0.08074494401754864
